Geneid	Chr	Start	End	Strand	Length	align/bam/SRR20959676	align/bam/SRR20959677	align/bam/SRR20959678	align/bam/SRR20959679	align/bam/SRR20959680	align/bam/SRR20959681	align/bam/SRR20959682	align/bam/SRR20959683
SAUSA300_RS05435	NC_007793.1	1105774	1105941	-	168	7	1	2	2	8	5	6	1
SAUSA300_RS05440	NC_007793.1	1105943	1106425	-	483	41	7	6	14	14	2	42	8
SAUSA300_RS05445	NC_007793.1	1106566	1106841	+	276	42	6	20	2	34	58	36	38
SAUSA300_RS05450	NC_007793.1	1107155	1108381	+	1227	58	38	162	72	176	74	273	50
SAUSA300_RS05455	NC_007793.1	1108935	1112387	+	3453	1694	168	697	660	1023	842	3140	572
SAUSA300_RS05460	NC_007793.1	1112527	1113438	-	912	396	82	108	173	262	182	629	126
SAUSA300_RS05465	NC_007793.1	1113878	1114789	+	912	404	73	122	158	326	145	723	93
SAUSA300_RS05470	NC_007793.1	1114814	1115275	+	462	10	6	49	12	18	6	7	6
SAUSA300_RS05480	NC_007793.1	1115602	1116639	+	1038	182	30	120	33	76	84	142	42
SAUSA300_RS05485	NC_007793.1	1116655	1117089	+	435	64	16	34	19	26	6	64	8
SAUSA300_RS05490	NC_007793.1	1117152	1118078	-	927	42	4	8	30	27	20	114	4
SAUSA300_RS05495	NC_007793.1	1118317	1118571	+	255	0	0	0	0	1	1	0	0
SAUSA300_RS05500	NC_007793.1	1118574	1118963	-	390	5	0	3	0	19	8	1	6
SAUSA300_RS05505	NC_007793.1	1119033	1119575	+	543	11	12	72	6	25	44	27	4
SAUSA300_RS05510	NC_007793.1	1119577	1120059	+	483	11	0	0	3	8	12	12	0
SAUSA300_RS05515	NC_007793.1	1120121	1121260	-	1140	72	30	12	5	4	26	26	12
SAUSA300_RS05520	NC_007793.1	1121387	1121944	+	558	112	20	44	76	58	38	292	80
SAUSA300_RS05530	NC_007793.1	1122024	1122197	+	174	0	0	0	0	0	0	0	0
SAUSA300_RS05535	NC_007793.1	1122351	1124288	-	1938	0	0	0	0	4	0	0	0
SAUSA300_RS05540	NC_007793.1	1124491	1125543	-	1053	0	0	0	0	0	0	2	0
SAUSA300_RS05545	NC_007793.1	1125752	1126435	+	684	0	0	0	0	0	0	0	0
SAUSA300_RS05550	NC_007793.1	1126435	1127511	+	1077	10	0	0	0	0	0	0	4
SAUSA300_RS05555	NC_007793.1	1127508	1128386	+	879	0	2	0	0	0	2	4	7
SAUSA300_RS05560	NC_007793.1	1128399	1129364	+	966	2	0	8	0	0	2	0	3
SAUSA300_RS05565	NC_007793.1	1129426	1130160	+	735	0	0	0	0	0	0	0	0
SAUSA300_RS05570	NC_007793.1	1130179	1130502	+	324	0	1	0	0	0	0	0	0
SAUSA300_RS05575	NC_007793.1	1130539	1130646	+	108	0	1	0	0	0	0	0	0
SAUSA300_RS05580	NC_007793.1	1130886	1131626	+	741	18	6	19	6	2	23	4	2
SAUSA300_RS05585	NC_007793.1	1132007	1133065	+	1059	2	0	13	0	2	6	2	0
SAUSA300_RS05590	NC_007793.1	1133065	1135467	+	2403	190	30	131	174	79	58	428	18
SAUSA300_RS05595	NC_007793.1	1135638	1136576	-	939	18	0	0	6	10	0	23	6
SAUSA300_RS05605	NC_007793.1	1137213	1137734	+	522	12	28	46	6	24	22	27	17
SAUSA300_RS05610	NC_007793.1	1137807	1139519	+	1713	381	62	180	168	114	182	272	66
SAUSA300_RS05615	NC_007793.1	1139529	1141877	+	2349	464	97	234	371	248	175	520	96
SAUSA300_RS05620	NC_007793.1	1142050	1142364	+	315	405	28	74	65	58	45	232	54
SAUSA300_RS05625	NC_007793.1	1142427	1142522	-	96	0	0	0	0	0	0	0	0
SAUSA300_RS05630	NC_007793.1	1142688	1144469	+	1782	228	48	155	59	108	57	237	42
SAUSA300_RS05635	NC_007793.1	1144793	1145407	+	615	160	28	274	62	202	138	363	28
SAUSA300_RS05640	NC_007793.1	1145459	1147225	+	1767	31987	6494	7935	18065	25404	10070	20818	6405
SAUSA300_RS05645	NC_007793.1	1147225	1148040	+	816	11377	1353	2057	2725	4695	3156	8084	2667
SAUSA300_RS05650	NC_007793.1	1148276	1149076	+	801	572	49	515	133	291	149	997	74
SAUSA300_RS05655	NC_007793.1	1149088	1149675	+	588	234	36	653	41	133	110	350	41
SAUSA300_RS05660	NC_007793.1	1149668	1150171	+	504	125	27	384	17	75	63	115	20
SAUSA300_RS05665	NC_007793.1	1150299	1150466	+	168	0	0	0	0	0	0	0	0
SAUSA300_RS05670	NC_007793.1	1150660	1150989	+	330	26	2	132	0	0	6	172	2
SAUSA300_RS05675	NC_007793.1	1151306	1151398	-	93	0	0	4	0	0	0	0	3
SAUSA300_RS05680	NC_007793.1	1151358	1151759	-	402	0	1	0	0	0	0	0	0
SAUSA300_RS05685	NC_007793.1	1152431	1152937	+	507	6	14	2	0	2	0	10	32
SAUSA300_RS05690	NC_007793.1	1153196	1153693	+	498	7	0	0	0	0	8	5	22
SAUSA300_RS05695	NC_007793.1	1153847	1154197	+	351	18	0	6	0	2	2	23	20
SAUSA300_RS05705	NC_007793.1	1154850	1155035	-	186	0	0	7	0	0	0	0	2
SAUSA300_RS05715	NC_007793.1	1155657	1155890	-	234	6	0	10	0	6	0	2	0
SAUSA300_RS05720	NC_007793.1	1156367	1157326	-	960	96	2	82	12	20	8	160	22
SAUSA300_RS05725	NC_007793.1	1157999	1158145	+	147	0	0	0	0	0	0	0	0
SAUSA300_RS05730	NC_007793.1	1158102	1158326	+	225	0	0	5	0	0	0	0	0
SAUSA300_RS05740	NC_007793.1	1158771	1159487	-	717	6	2	40	0	1	7	46	0
SAUSA300_RS05745	NC_007793.1	1159595	1160320	-	726	0	2	12	0	6	0	5	0
SAUSA300_RS05750	NC_007793.1	1160415	1161140	-	726	0	0	3	0	4	10	6	0
SAUSA300_RS05755	NC_007793.1	1161578	1162579	+	1002	2	0	18	0	0	2	8	0
SAUSA300_RS05760	NC_007793.1	1162602	1163534	+	933	4	4	0	26	8	8	30	4
SAUSA300_RS05765	NC_007793.1	1163706	1165262	+	1557	159	50	110	58	68	64	184	70
SAUSA300_RS05770	NC_007793.1	1165570	1165797	+	228	1	0	0	1	0	0	0	8
SAUSA300_RS05775	NC_007793.1	1166102	1167049	-	948	51	20	44	16	12	36	85	10
SAUSA300_RS05780	NC_007793.1	1167298	1167486	+	189	0	0	0	0	0	0	0	0
SAUSA300_RS05785	NC_007793.1	1167961	1168034	-	74	15	0	0	0	0	0	0	3
SAUSA300_RS05790	NC_007793.1	1168398	1168532	+	135	2	0	16	2	0	0	0	0
SAUSA300_RS05795	NC_007793.1	1168589	1168723	+	135	0	0	0	0	2	0	2	0
SAUSA300_RS05800	NC_007793.1	1168847	1169542	+	696	64	34	55	23	59	39	124	18
SAUSA300_RS05805	NC_007793.1	1169651	1170091	-	441	228	65	203	113	194	150	764	37
SAUSA300_RS05810	NC_007793.1	1170286	1171899	+	1614	235	68	131	66	140	139	633	39
SAUSA300_RS05815	NC_007793.1	1172043	1172474	+	432	1023	258	642	645	406	662	3895	426
SAUSA300_RS05820	NC_007793.1	1172490	1173425	+	936	398	94	266	234	153	138	1096	187
SAUSA300_RS05825	NC_007793.1	1173439	1173840	+	402	2	2	0	6	4	2	4	6
SAUSA300_RS05830	NC_007793.1	1173821	1176055	+	2235	746	102	216	322	364	206	1089	182
SAUSA300_RS05835	NC_007793.1	1176347	1177312	+	966	10	14	0	2	2	0	4	0
SAUSA300_RS05840	NC_007793.1	1177314	1178663	+	1350	169	30	54	69	26	72	227	32
SAUSA300_RS05845	NC_007793.1	1178679	1179998	+	1320	186	40	374	141	161	121	625	34
SAUSA300_RS05850	NC_007793.1	1180104	1181516	+	1413	1032	398	1602	435	603	484	1678	324
SAUSA300_RS05855	NC_007793.1	1181549	1182721	+	1173	1524	169	426	504	670	439	1729	268
SAUSA300_RS05860	NC_007793.1	1182981	1183772	+	792	247	40	24	52	86	89	82	42
SAUSA300_RS05865	NC_007793.1	1183796	1184464	+	669	962	1086	1454	357	984	910	1749	444
SAUSA300_RS05870	NC_007793.1	1184461	1185024	+	564	754	313	392	230	397	411	1211	161
SAUSA300_RS05875	NC_007793.1	1185036	1185326	+	291	8	14	19	6	16	22	47	6
SAUSA300_RS05880	NC_007793.1	1185436	1186215	+	780	18	0	0	0	0	2	8	8
SAUSA300_RS05885	NC_007793.1	1186239	1186856	+	618	1086	82	8	1052	649	78	502	212
SAUSA300_RS05890	NC_007793.1	1187077	1189830	+	2754	130	46	84	140	72	90	184	54
SAUSA300_RS05895	NC_007793.1	1190120	1190917	+	798	6	14	4	12	0	4	20	2
SAUSA300_RS05905	NC_007793.1	1191741	1192232	+	492	8	0	26	4	0	6	10	0
SAUSA300_RS05910	NC_007793.1	1192232	1193149	+	918	404	92	137	213	293	311	310	147
SAUSA300_RS05915	NC_007793.1	1193548	1194075	+	528	22	0	0	0	18	0	20	8
SAUSA300_RS05920	NC_007793.1	1194293	1195600	+	1308	8	8	4	10	82	8	38	2
SAUSA300_RS05925	NC_007793.1	1195628	1196509	+	882	2	0	30	30	58	18	6	2
SAUSA300_RS05930	NC_007793.1	1196527	1197801	+	1275	16	2	8	58	120	4	114	0
SAUSA300_RS05935	NC_007793.1	1197803	1198903	+	1101	18	12	58	15	136	6	95	10
SAUSA300_RS05940	NC_007793.1	1198896	1202069	+	3174	78	12	40	42	175	10	164	18
SAUSA300_RS05945	NC_007793.1	1202179	1202871	+	693	16	0	0	4	19	0	4	0
SAUSA300_RS05950	NC_007793.1	1202871	1203482	+	612	1	0	12	2	6	1	2	0
SAUSA300_RS05955	NC_007793.1	1203512	1203724	+	213	0	0	0	0	0	0	0	0
SAUSA300_RS05960	NC_007793.1	1204161	1204562	+	402	53	4	10	8	8	8	344	2
SAUSA300_RS05965	NC_007793.1	1204825	1206522	-	1698	188	35	84	14	38	64	418	46
SAUSA300_RS05970	NC_007793.1	1206797	1207420	+	624	4	0	8	2	18	2	45	22
SAUSA300_RS05975	NC_007793.1	1207420	1207638	+	219	1	0	0	0	0	0	4	0
SAUSA300_RS05980	NC_007793.1	1207854	1209053	+	1200	79	0	104	84	76	87	307	8
SAUSA300_RS05985	NC_007793.1	1209053	1211461	+	2409	522	209	637	633	680	320	607	114
SAUSA300_RS05990	NC_007793.1	1211967	1212920	+	954	32	0	0	0	0	0	0	0
SAUSA300_RS05995	NC_007793.1	1213083	1213286	-	204	78	72	2	74	30	12	36	20
SAUSA300_RS06000	NC_007793.1	1213585	1214073	+	489	0	0	56	0	4	10	28	0
SAUSA300_RS06005	NC_007793.1	1214066	1215001	+	936	10	10	18	22	50	43	50	10
SAUSA300_RS06010	NC_007793.1	1214998	1216305	+	1308	107	26	58	68	78	104	320	16
SAUSA300_RS06015	NC_007793.1	1216308	1217402	+	1095	39	42	20	48	33	48	130	37
SAUSA300_RS06020	NC_007793.1	1217409	1218152	+	744	33	26	72	22	38	32	58	57
SAUSA300_RS06025	NC_007793.1	1218149	1220143	+	1995	234	24	52	110	138	107	154	76
SAUSA300_RS06030	NC_007793.1	1220371	1221246	+	876	91	38	47	24	38	41	160	24
SAUSA300_RS06035	NC_007793.1	1221247	1221891	+	645	88	18	94	18	70	124	303	52
SAUSA300_RS06040	NC_007793.1	1221898	1222539	+	642	30	26	73	18	25	44	160	8
SAUSA300_RS06045	NC_007793.1	1222920	1223108	-	189	1254	192	320	2109	798	803	5785	821
SAUSA300_RS06050	NC_007793.1	1223551	1223925	+	375	52	10	104	12	33	58	288	24
SAUSA300_RS06055	NC_007793.1	1223940	1225586	+	1647	50	22	148	26	66	29	233	78
SAUSA300_RS06060	NC_007793.1	1225776	1227836	+	2061	390	143	509	129	292	250	1045	98
SAUSA300_RS06065	NC_007793.1	1228039	1228611	+	573	134	69	171	59	95	132	135	61
SAUSA300_RS06070	NC_007793.1	1228616	1229602	+	987	495	98	218	197	379	388	845	109
SAUSA300_RS06075	NC_007793.1	1229595	1230521	+	927	705	106	128	288	491	327	670	126
SAUSA300_RS06080	NC_007793.1	1230514	1231248	+	735	1062	196	322	447	809	840	762	158
SAUSA300_RS06090	NC_007793.1	1231491	1231724	+	234	2	4	0	5	6	0	18	0
SAUSA300_RS06095	NC_007793.1	1231840	1232571	+	732	2	0	0	1	4	2	0	0
SAUSA300_RS06100	NC_007793.1	1232718	1236284	+	3567	158	18	95	34	74	88	178	30
SAUSA300_RS06105	NC_007793.1	1236284	1237534	+	1251	138	144	78	314	310	116	120	24
SAUSA300_RS06110	NC_007793.1	1237521	1237853	+	333	21	5	0	2	0	3	2	1
SAUSA300_RS06115	NC_007793.1	1237879	1239246	+	1368	2172	384	1038	971	1212	1546	2814	452
SAUSA300_RS06120	NC_007793.1	1239681	1239956	+	276	7	0	2	6	6	6	40	2
SAUSA300_RS06125	NC_007793.1	1240144	1240647	+	504	2	0	4	0	0	1	4	0
SAUSA300_RS06130	NC_007793.1	1240647	1241384	+	738	80	13	64	46	26	33	100	26
SAUSA300_RS06135	NC_007793.1	1241487	1241837	+	351	174	8	88	50	30	30	166	108
SAUSA300_RS06145	NC_007793.1	1242081	1244687	-	2607	286	92	378	62	117	180	243	101
SAUSA300_RS06150	NC_007793.1	1245088	1245972	+	885	11	0	4	1	6	16	7	2
SAUSA300_RS06155	NC_007793.1	1245956	1246723	+	768	86	8	89	28	25	74	107	22
SAUSA300_RS06160	NC_007793.1	1246832	1247998	+	1167	11188	2602	3989	21398	8408	8445	16446	5010
SAUSA300_RS06165	NC_007793.1	1248020	1248928	+	909	2014	250	1295	1372	769	1153	2756	441
SAUSA300_RS06170	NC_007793.1	1249155	1250273	+	1119	0	0	0	0	2	0	0	0
SAUSA300_RS06175	NC_007793.1	1250301	1251545	+	1245	0	0	0	0	0	2	0	4
SAUSA300_RS06180	NC_007793.1	1251718	1252590	+	873	4	1	47	0	4	0	2	1
SAUSA300_RS06185	NC_007793.1	1252764	1254839	+	2076	340	14	94	92	94	72	406	112
SAUSA300_RS06190	NC_007793.1	1254995	1256302	+	1308	159	28	56	94	113	200	519	23
SAUSA300_RS06195	NC_007793.1	1256719	1257615	+	897	133	67	218	154	119	122	512	28
SAUSA300_RS06200	NC_007793.1	1257612	1258157	+	546	548	24	117	104	175	372	591	66
SAUSA300_RS06205	NC_007793.1	1258223	1259626	+	1404	1993	1360	3902	2078	2110	1359	6821	530
SAUSA300_RS06210	NC_007793.1	1259651	1260424	+	774	114	90	110	99	120	26	156	39
SAUSA300_RS06215	NC_007793.1	1260475	1260567	+	93	17	0	35	0	8	0	33	6
SAUSA300_RS06220	NC_007793.1	1260766	1261533	+	768	227	18	70	6	26	76	861	50
SAUSA300_RS06225	NC_007793.1	1261567	1261680	+	114	7	0	0	0	0	3	3	0
SAUSA300_RS06230	NC_007793.1	1261715	1262596	+	882	359	78	496	110	162	1136	546	102
SAUSA300_RS06235	NC_007793.1	1262733	1263455	+	723	56	9	55	63	58	14	61	24
SAUSA300_RS06240	NC_007793.1	1263474	1264028	+	555	42	0	12	12	14	15	68	8
SAUSA300_RS06245	NC_007793.1	1264401	1265171	+	771	20	2	24	12	14	11	35	10
SAUSA300_RS06250	NC_007793.1	1265178	1265960	+	783	12	2	4	19	11	14	76	35
SAUSA300_RS06255	NC_007793.1	1266222	1267508	+	1287	146	2	95	118	56	136	318	20
SAUSA300_RS06260	NC_007793.1	1267528	1269231	+	1704	222	32	488	114	111	162	991	125
SAUSA300_RS06265	NC_007793.1	1269495	1273805	+	4311	1694	368	1071	640	1038	959	4908	261
SAUSA300_RS06270	NC_007793.1	1274095	1274562	+	468	22	0	26	26	22	10	74	0
SAUSA300_RS06275	NC_007793.1	1274583	1275758	+	1176	472	84	259	231	397	122	504	101
SAUSA300_RS06280	NC_007793.1	1275779	1276063	+	285	59	15	22	59	51	31	115	9
SAUSA300_RS06285	NC_007793.1	1276060	1276377	+	318	13	3	1	4	5	11	40	4
SAUSA300_RS06290	NC_007793.1	1276382	1278499	+	2118	2978	735	814	1730	2602	1357	3363	499
SAUSA300_RS06295	NC_007793.1	1278885	1279235	+	351	24	0	16	0	2	2	0	0
SAUSA300_RS06300	NC_007793.1	1279404	1280321	+	918	0	0	0	0	0	4	6	0
SAUSA300_RS06305	NC_007793.1	1280336	1281307	+	972	49	42	124	74	90	22	456	17
SAUSA300_RS06310	NC_007793.1	1281422	1281691	+	270	177	42	46	377	115	34	1009	54
SAUSA300_RS06315	NC_007793.1	1282061	1284157	+	2097	660	236	256	1531	1104	149	3108	176
SAUSA300_RS06320	NC_007793.1	1284393	1286066	+	1674	740	327	802	542	505	841	2051	266
SAUSA300_RS06325	NC_007793.1	1286322	1288691	+	2370	1186	491	502	1233	1153	829	1632	318
SAUSA300_RS06330	NC_007793.1	1288696	1289409	+	714	31	22	26	7	9	10	29	4
SAUSA300_RS06335	NC_007793.1	1289440	1290705	+	1266	8	2	4	0	6	4	4	4
SAUSA300_RS06340	NC_007793.1	1290705	1291991	+	1287	52	9	21	1	21	32	54	34
SAUSA300_RS06345	NC_007793.1	1291991	1292695	+	705	135	35	79	16	30	21	47	45
SAUSA300_RS06350	NC_007793.1	1292800	1293627	+	828	139	11	48	18	23	31	43	30
SAUSA300_RS06355	NC_007793.1	1293646	1294038	+	393	4	0	19	0	2	4	55	2
SAUSA300_RS06360	NC_007793.1	1294072	1294650	+	579	45	16	11	16	2	2	52	12
SAUSA300_RS06365	NC_007793.1	1294877	1296028	+	1152	132	24	131	52	98	96	248	42
SAUSA300_RS06370	NC_007793.1	1296193	1297236	+	1044	2614	524	4227	838	1035	514	4018	551
SAUSA300_RS06375	NC_007793.1	1297590	1299149	+	1560	20191	3734	4436	9871	10939	7842	31935	4373
SAUSA300_RS06380	NC_007793.1	1299446	1299661	-	216	2	0	6	0	0	0	6	0
SAUSA300_RS06385	NC_007793.1	1299835	1300632	+	798	0	0	8	0	0	0	14	0
SAUSA300_RS06390	NC_007793.1	1300772	1302532	+	1761	318	48	76	262	261	182	926	54
SAUSA300_RS06395	NC_007793.1	1302533	1303399	+	867	126	16	24	54	52	35	303	22
SAUSA300_RS06400	NC_007793.1	1303493	1303786	+	294	0	0	15	0	0	6	2	4
SAUSA300_RS06405	NC_007793.1	1303920	1305464	+	1545	34	36	39	28	30	32	59	12
SAUSA300_RS06410	NC_007793.1	1305465	1305830	+	366	4	0	0	0	2	6	1	0
SAUSA300_RS06415	NC_007793.1	1305857	1306348	+	492	34	0	52	8	28	30	16	25
SAUSA300_RS06420	NC_007793.1	1306651	1309269	+	2619	64	12	30	16	59	16	108	16
SAUSA300_RS06425	NC_007793.1	1309282	1311291	+	2010	0	0	16	0	8	0	4	2
SAUSA300_RS06430	NC_007793.1	1311297	1311839	+	543	2	0	2	4	0	0	0	0
SAUSA300_RS06435	NC_007793.1	1312304	1313122	+	819	170	26	45	83	130	34	198	72
SAUSA300_RS06440	NC_007793.1	1313251	1314747	+	1497	98	0	33	32	28	30	42	14
SAUSA300_RS06445	NC_007793.1	1314905	1316578	+	1674	2508	296	844	583	1624	836	3746	478
SAUSA300_RS06450	NC_007793.1	1316728	1317642	+	915	0	0	0	0	0	14	4	0
SAUSA300_RS06455	NC_007793.1	1317660	1318595	+	936	54	2	16	4	16	23	70	24
SAUSA300_RS06460	NC_007793.1	1318610	1318843	+	234	13	10	0	5	7	7	28	7
SAUSA300_RS06465	NC_007793.1	1319065	1319541	-	477	0	0	8	26	48	26	41	0
SAUSA300_RS06470	NC_007793.1	1319653	1320891	+	1239	14	2	0	13	16	4	86	10
SAUSA300_RS06475	NC_007793.1	1320910	1322148	+	1239	117	91	112	36	84	56	491	72
SAUSA300_RS06480	NC_007793.1	1322391	1322759	+	369	207	18	89	44	80	53	377	20
SAUSA300_RS06485	NC_007793.1	1322778	1324118	+	1341	1714	684	1589	457	823	1208	5038	371
SAUSA300_RS06490	NC_007793.1	1324611	1324808	+	198	0	0	0	0	0	0	0	0
SAUSA300_RS06495	NC_007793.1	1325509	1325721	+	213	4	0	0	0	0	0	0	0
SAUSA300_RS06500	NC_007793.1	1326015	1326221	+	207	0	0	0	0	0	0	0	1
SAUSA300_RS06505	NC_007793.1	1326922	1327032	+	111	0	0	0	0	0	0	0	0
SAUSA300_RS06510	NC_007793.1	1327460	1327645	+	186	0	0	0	0	0	3	0	0
SAUSA300_RS06515	NC_007793.1	1328157	1328261	+	105	0	2	0	0	0	0	0	0
SAUSA300_RS06525	NC_007793.1	1328390	1328641	+	252	0	0	0	0	0	0	0	0
SAUSA300_RS06535	NC_007793.1	1329392	1329640	+	249	0	0	0	0	0	0	0	0
SAUSA300_RS06540	NC_007793.1	1329675	1329797	+	123	0	0	0	0	0	0	0	0
SAUSA300_RS06555	NC_007793.1	1330180	1330317	+	138	0	0	5	0	0	0	0	0
SAUSA300_RS06570	NC_007793.1	1331047	1331241	+	195	0	0	0	0	0	0	0	0
SAUSA300_RS06575	NC_007793.1	1331282	1331632	+	351	0	0	0	0	0	0	0	0
SAUSA300_RS06580	NC_007793.1	1331639	1331830	+	192	0	0	0	0	0	0	0	2
SAUSA300_RS06585	NC_007793.1	1332379	1333404	-	1026	6	0	0	0	5	10	10	0
SAUSA300_RS06590	NC_007793.1	1333674	1333871	+	198	0	0	0	0	1	0	0	0
SAUSA300_RS06595	NC_007793.1	1333929	1335410	+	1482	130	30	32	176	92	98	356	32
SAUSA300_RS06600	NC_007793.1	1335585	1336493	+	909	0	2	0	0	2	0	0	0
SAUSA300_RS06605	NC_007793.1	1336462	1337193	+	732	0	0	0	0	0	0	10	0
SAUSA300_RS06610	NC_007793.1	1337197	1338288	+	1092	4	4	0	0	14	24	0	10
SAUSA300_RS06615	NC_007793.1	1338285	1338887	+	603	14	16	2	0	2	4	0	0
SAUSA300_RS06620	NC_007793.1	1339000	1339188	-	189	8	0	2	0	0	0	3	0
SAUSA300_RS06625	NC_007793.1	1339327	1339860	+	534	6	0	5	0	2	0	9	0
SAUSA300_RS06630	NC_007793.1	1340003	1340857	-	855	86	24	64	10	45	46	141	42
SAUSA300_RS06635	NC_007793.1	1341188	1341763	+	576	1	0	10	0	10	6	3	6
SAUSA300_RS06640	NC_007793.1	1341817	1343199	-	1383	29	12	42	6	42	24	131	16
SAUSA300_RS06645	NC_007793.1	1343390	1344670	+	1281	228	46	230	14	82	179	366	52
SAUSA300_RS06650	NC_007793.1	1344676	1345737	+	1062	721	108	377	255	373	460	1453	178
SAUSA300_RS06655	NC_007793.1	1345739	1346653	+	915	1010	160	686	654	799	632	1668	288
SAUSA300_RS06660	NC_007793.1	1346711	1347514	+	804	69	48	161	38	46	160	136	62
SAUSA300_RS06665	NC_007793.1	1347807	1348121	-	315	1	0	0	0	0	0	15	0
SAUSA300_RS06670	NC_007793.1	1348096	1348200	-	105	0	2	0	0	0	0	0	0
SAUSA300_RS06675	NC_007793.1	1348339	1349793	-	1455	913	27	145	39	64	635	2081	208
SAUSA300_RS06680	NC_007793.1	1349997	1351514	+	1518	3262	908	1787	1831	3611	2970	9058	593
SAUSA300_RS06685	NC_007793.1	1351605	1351754	+	150	142	6	25	147	105	157	566	16
SAUSA300_RS06690	NC_007793.1	1352208	1352477	+	270	0	10	0	2	4	0	8	0
SAUSA300_RS06695	NC_007793.1	1352634	1353611	+	978	116	30	36	0	8	54	78	88
SAUSA300_RS06705	NC_007793.1	1353633	1354649	+	1017	66	35	70	0	39	83	70	33
SAUSA300_RS06710	NC_007793.1	1355029	1355652	-	624	3181	1802	1234	2011	656	854	3002	433
SAUSA300_RS06715	NC_007793.1	1355795	1356028	+	234	0	0	0	0	0	0	0	0
SAUSA300_RS06720	NC_007793.1	1356164	1356403	+	240	4	0	11	0	0	0	0	0
SAUSA300_RS06725	NC_007793.1	1356524	1358512	+	1989	5754	1324	2845	6767	3659	2473	13367	1063
SAUSA300_RS06730	NC_007793.1	1358790	1359032	+	243	3	0	9	18	2	3	3	0
SAUSA300_RS06735	NC_007793.1	1359019	1359117	+	99	0	0	0	1	0	0	0	0
SAUSA300_RS06740	NC_007793.1	1359211	1359678	+	468	180	8	38	139	111	70	104	68
SAUSA300_RS06745	NC_007793.1	1359802	1360923	+	1122	22	0	0	22	10	8	74	4
SAUSA300_RS06750	NC_007793.1	1360927	1363956	+	3030	20	6	6	10	2	10	14	8
SAUSA300_RS06755	NC_007793.1	1364027	1364389	-	363	8	2	0	0	6	6	0	1
SAUSA300_RS06760	NC_007793.1	1364593	1366239	+	1647	202	84	390	288	142	154	804	206
SAUSA300_RS06765	NC_007793.1	1367131	1369836	+	2706	35718	12080	19267	15305	26462	18777	52338	7953
SAUSA300_RS06770	NC_007793.1	1370016	1370483	+	468	205	77	60	48	208	97	149	65
SAUSA300_RS06775	NC_007793.1	1370690	1370986	-	297	240	66	46	129	136	55	312	22
SAUSA300_RS06780	NC_007793.1	1371362	1371970	-	609	49	16	125	38	25	16	229	23
SAUSA300_RS06785	NC_007793.1	1372176	1374167	+	1992	346	96	36	62	197	186	417	119
SAUSA300_RS06790	NC_007793.1	1374167	1376569	+	2403	319	137	196	105	173	177	437	83
SAUSA300_RS06800	NC_007793.1	1376819	1378279	+	1461	240	34	78	72	100	80	281	122
SAUSA300_RS06805	NC_007793.1	1378779	1379630	+	852	6	0	7	0	5	3	3	0
SAUSA300_RS06810	NC_007793.1	1379605	1379772	+	168	0	0	0	0	0	0	0	0
SAUSA300_RS06815	NC_007793.1	1379765	1380973	+	1209	435	614	1610	316	541	355	998	312
SAUSA300_RS06820	NC_007793.1	1381454	1383976	+	2523	1912	1723	1019	439	1644	2165	1217	1456
SAUSA300_RS06825	NC_007793.1	1384179	1384688	-	510	18	14	4	26	12	4	87	2
SAUSA300_RS06830	NC_007793.1	1384825	1385808	+	984	96	0	14	10	22	14	85	20
SAUSA300_RS06835	NC_007793.1	1385896	1386081	-	186	10	0	0	0	0	2	0	0
SAUSA300_RS06840	NC_007793.1	1386229	1387491	+	1263	266	44	57	36	25	18	136	77
SAUSA300_RS06845	NC_007793.1	1387628	1388719	-	1092	1627	131	159	140	153	163	329	532
SAUSA300_RS06850	NC_007793.1	1388884	1389915	+	1032	1067	170	58	108	116	185	172	364
SAUSA300_RS06855	NC_007793.1	1390407	1391813	+	1407	2	0	0	0	0	0	0	0
SAUSA300_RS06860	NC_007793.1	1391810	1392376	+	567	6	0	0	0	0	0	4	0
SAUSA300_RS06865	NC_007793.1	1392382	1393380	+	999	18	0	0	0	0	0	4	0
SAUSA300_RS06870	NC_007793.1	1393382	1394164	+	783	12	0	0	0	0	0	8	0
SAUSA300_RS06875	NC_007793.1	1394164	1394796	+	633	0	0	0	0	2	2	2	6
SAUSA300_RS06880	NC_007793.1	1394789	1396003	+	1215	6	0	12	0	2	4	20	0
SAUSA300_RS06885	NC_007793.1	1395996	1396724	+	729	4	0	18	0	4	5	40	0
SAUSA300_RS06890	NC_007793.1	1397046	1398308	+	1263	272	154	121	124	220	293	1167	78
SAUSA300_RS06895	NC_007793.1	1398327	1399586	+	1260	621	469	198	283	490	333	797	98
SAUSA300_RS06900	NC_007793.1	1400275	1401042	+	768	3	0	18	4	0	2	79	0
SAUSA300_RS06905	NC_007793.1	1401090	1401563	-	474	0	0	6	0	0	4	10	0
SAUSA300_RS06910	NC_007793.1	1401687	1402388	-	702	44	16	12	11	32	25	24	0
SAUSA300_RS06915	NC_007793.1	1402381	1403154	-	774	12	18	2	8	4	7	11	0
SAUSA300_RS06920	NC_007793.1	1403141	1403971	-	831	28	26	30	30	39	66	13	0
SAUSA300_RS06925	NC_007793.1	1403964	1404950	-	987	16	0	0	0	4	6	16	6
SAUSA300_RS06930	NC_007793.1	1405121	1405306	-	186	0	0	0	0	2	0	0	2
SAUSA300_RS06935	NC_007793.1	1405254	1405598	-	345	0	0	0	1	0	0	1	0
